,user_id,feature_used,session_duration,engagement_score,accessibility_settings,age_group,gender,additional_attributes,user_characteristics
5851,user_4837,Text-to-Speech,109.75,3,5,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
5854,user_1790,Multilingual,9.98,1,5,Adult,Female,Straight,Adult/Female/Straight
5855,user_8966,Multilingual,49.67,5,1,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
5856,user_1747,High Contrast Mode,24.22,1,4,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
5859,user_2436,Multilingual,76.2,2,0,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
5860,user_5883,Visual Aid,108.24,4,2,Young Adult,Female,Straight,Young Adult/Female/Straight
5861,user_4790,High Contrast Mode,36.43,3,3,Professional,Male,Straight,Professional/Male/Straight
5863,user_59,Multilingual,50.92,3,0,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
5864,user_9460,Text-to-Speech,7.33,4,0,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
5868,user_4193,Visual Aid,108.52,3,5,Young Adult,Female,Straight,Young Adult/Female/Straight
5869,user_1693,High Contrast Mode,5.02,3,5,Professional,Male,Straight,Professional/Male/Straight
5870,user_3867,Multilingual,8.8,2,3,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
5873,user_5604,High Contrast Mode,6.07,5,5,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
5877,user_6747,Text-to-Speech,113.06,3,2,Professional,Male,Straight,Professional/Male/Straight
5881,user_9119,Visual Aid,18.99,1,0,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
5882,user_6302,Multilingual,74.38,4,5,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
5883,user_2129,Multilingual,96.01,2,4,Senior,Female,Straight,Senior/Female/Straight
5884,user_9623,High Contrast Mode,100.77,1,3,Teenager,Male,Straight,Teenager/Male/Straight
5885,user_4424,Colorblind Mode,69.18,5,5,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
5886,user_3144,Multilingual,106.53,1,1,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
5887,user_6702,Multilingual,91.25,3,0,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
5889,user_1813,Multilingual,71.98,2,5,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
5890,user_3105,High Contrast Mode,96.65,1,4,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
5893,user_5457,Colorblind Mode,52.01,1,4,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
5894,user_3833,High Contrast Mode,78.36,5,4,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
5895,user_4612,Visual Aid,52.57,1,3,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
5896,user_9058,Text-to-Speech,85.96,1,0,Senior,Female,Straight,Senior/Female/Straight
5900,user_370,Colorblind Mode,76.91,3,3,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
5904,user_5681,Text-to-Speech,38.76,5,5,Adult,Female,Straight,Adult/Female/Straight
5905,user_8488,Text-to-Speech,21.94,2,0,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
5907,user_5395,Text-to-Speech,73.75,2,0,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
5908,user_8777,Colorblind Mode,19.46,5,4,Adult,Female,Straight,Adult/Female/Straight
5910,user_888,Multilingual,115.26,5,3,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
5912,user_2166,Multilingual,101.26,3,4,Young Adult,Female,Straight,Young Adult/Female/Straight
5914,user_7267,Colorblind Mode,7.99,4,5,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
5915,user_7922,Multilingual,99.38,5,0,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
5918,user_2124,Multilingual,105.3,5,1,Senior,Male,Straight,Senior/Male/Straight
5919,user_1570,Visual Aid,44.52,5,1,Teenager,Female,Straight,Teenager/Female/Straight
5920,user_9077,Text-to-Speech,29.86,2,0,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
5927,user_2898,Multilingual,99.99,4,3,Professional,Male,Straight,Professional/Male/Straight
5928,user_7352,Multilingual,9.6,2,2,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
5930,user_3145,Text-to-Speech,57.22,4,0,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
5931,user_4649,Multilingual,98.42,1,5,Adult,Male,Straight,Adult/Male/Straight
5934,user_5749,Visual Aid,53.52,4,5,Adult,Male,Straight,Adult/Male/Straight
5937,user_627,Colorblind Mode,37.93,2,5,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
5938,user_6646,Colorblind Mode,42.44,3,1,Young Adult,Male,Straight,Young Adult/Male/Straight
5940,user_8009,Multilingual,40.18,5,0,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
5941,user_4869,Text-to-Speech,80.35,2,0,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
5942,user_2356,Multilingual,99.36,4,5,Professional,Male,Straight,Professional/Male/Straight
5943,user_1071,High Contrast Mode,77.03,5,2,Senior,Male,Straight,Senior/Male/Straight
5944,user_128,High Contrast Mode,108.16,4,2,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
5946,user_3151,Text-to-Speech,14.12,5,2,Teenager,Female,Straight,Teenager/Female/Straight
5947,user_244,Visual Aid,78.66,1,3,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
5949,user_3418,Visual Aid,84.62,5,3,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
5950,user_4534,Visual Aid,53.45,5,4,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
5951,user_4838,Visual Aid,88.8,2,5,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
5952,user_3276,Visual Aid,61.79,2,2,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
5955,user_318,Visual Aid,24.63,5,0,Adult,Female,Straight,Adult/Female/Straight
5959,user_5435,Text-to-Speech,12.36,5,1,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
5962,user_4417,High Contrast Mode,113.23,1,4,Senior,Female,Straight,Senior/Female/Straight
5964,user_3754,High Contrast Mode,8.4,3,2,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
5965,user_7540,Text-to-Speech,14.89,5,3,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
5969,user_4229,Multilingual,37.43,3,0,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
5970,user_9266,Visual Aid,6.88,5,4,Young Adult,Male,Straight,Young Adult/Male/Straight
5971,user_7476,Text-to-Speech,15.8,2,2,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
5972,user_2058,Multilingual,117.52,3,0,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
5973,user_5104,Multilingual,78.7,2,2,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
5974,user_8546,High Contrast Mode,57.65,3,4,Adult,Male,Straight,Adult/Male/Straight
5975,user_6872,Visual Aid,72.38,4,3,Teenager,Female,Straight,Teenager/Female/Straight
5978,user_3176,Multilingual,65.63,5,4,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
5979,user_2718,High Contrast Mode,53.4,1,2,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
5981,user_5448,Visual Aid,18.76,5,0,Adult,Male,Straight,Adult/Male/Straight
5982,user_3624,Colorblind Mode,105.2,3,1,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
5986,user_2982,Colorblind Mode,9.12,1,4,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
5987,user_7329,Colorblind Mode,53.3,2,0,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
5988,user_7307,High Contrast Mode,16.19,4,3,Teenager,Female,Straight,Teenager/Female/Straight
5989,user_4286,Visual Aid,14.93,4,1,Senior,Male,Straight,Senior/Male/Straight
5990,user_6481,Multilingual,75.11,3,5,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
5993,user_3154,High Contrast Mode,99.59,2,4,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
5995,user_8485,Visual Aid,24.48,3,1,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
5996,user_4175,High Contrast Mode,84.73,5,4,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
5997,user_8064,Text-to-Speech,42.36,1,5,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
5998,user_1814,High Contrast Mode,20.78,2,1,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
5999,user_3600,High Contrast Mode,46.53,3,4,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
6001,user_156,High Contrast Mode,75.51,4,2,Teenager,Female,Straight,Teenager/Female/Straight
6007,user_2301,Colorblind Mode,108.58,2,3,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
6008,user_2665,Visual Aid,79.91,2,3,Professional,Female,Straight,Professional/Female/Straight
6010,user_1352,Colorblind Mode,36.6,1,0,Senior,Male,Straight,Senior/Male/Straight
6011,user_2625,Text-to-Speech,68.16,3,5,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
6012,user_740,Multilingual,6.38,3,0,Professional,Male,Straight,Professional/Male/Straight
6013,user_550,Multilingual,72.33,5,5,Adult,Male,Straight,Adult/Male/Straight
6015,user_201,Multilingual,74.74,5,0,Young Adult,Male,Straight,Young Adult/Male/Straight
6016,user_2463,Visual Aid,80.28,2,1,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
6018,user_4608,Multilingual,99.03,4,0,Young Adult,Female,Straight,Young Adult/Female/Straight
6024,user_7841,Visual Aid,84.24,3,0,Teenager,Male,Straight,Teenager/Male/Straight
6026,user_9061,Visual Aid,118.85,1,0,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
6027,user_4944,Colorblind Mode,63.04,4,3,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
6031,user_539,Colorblind Mode,20.72,4,3,Young Adult,Female,Straight,Young Adult/Female/Straight
6033,user_2053,Multilingual,18.05,5,3,Adult,Male,Straight,Adult/Male/Straight
6034,user_1589,High Contrast Mode,67.3,5,3,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
6035,user_5143,Multilingual,62.6,3,3,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
6038,user_8898,Multilingual,72.84,3,4,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
6039,user_3249,Multilingual,33.04,3,0,Young Adult,Male,Straight,Young Adult/Male/Straight
6041,user_6187,Colorblind Mode,118.19,2,0,Young Adult,Male,Straight,Young Adult/Male/Straight
6043,user_9271,Multilingual,25.51,2,2,Senior,Male,Straight,Senior/Male/Straight
6045,user_3093,Multilingual,73.7,4,1,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
6046,user_6670,Multilingual,89.84,1,2,Young Adult,Female,Straight,Young Adult/Female/Straight
6052,user_9925,Text-to-Speech,6.4,5,1,Professional,Male,Straight,Professional/Male/Straight
6055,user_8881,Multilingual,46.56,1,5,Adult,Male,Straight,Adult/Male/Straight
6056,user_5261,Colorblind Mode,66.34,5,2,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
6057,user_1872,High Contrast Mode,104.14,3,3,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
6058,user_3603,Colorblind Mode,22.92,1,5,Adult,Female,Straight,Adult/Female/Straight
6060,user_4813,Text-to-Speech,36.22,4,1,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
6061,user_5165,High Contrast Mode,70.01,4,1,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
6065,user_9773,High Contrast Mode,70.13,1,5,Senior,Male,Straight,Senior/Male/Straight
6067,user_8160,Text-to-Speech,60.81,5,3,Adult,Female,Straight,Adult/Female/Straight
6068,user_8149,Text-to-Speech,103.55,1,0,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
6074,user_2559,Colorblind Mode,23.29,2,5,Teenager,Male,Straight,Teenager/Male/Straight
6075,user_8874,Text-to-Speech,45.57,4,5,Professional,Female,Straight,Professional/Female/Straight
6076,user_3425,Multilingual,119.19,1,4,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
6078,user_8250,Text-to-Speech,48.28,1,1,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
6079,user_8907,Visual Aid,106.04,4,2,Young Adult,Male,Straight,Young Adult/Male/Straight
6080,user_8608,Text-to-Speech,58.56,2,2,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
6084,user_6862,Multilingual,19.02,5,3,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
6085,user_6555,Text-to-Speech,31.57,2,2,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
6086,user_3762,Text-to-Speech,40.28,4,1,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
6091,user_569,Multilingual,117.44,1,5,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
6098,user_6212,Visual Aid,95.51,4,2,Professional,Male,Straight,Professional/Male/Straight
6099,user_8367,Multilingual,80.19,1,0,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
6104,user_7477,Visual Aid,79.31,3,1,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
6106,user_5837,High Contrast Mode,13.5,5,2,Professional,Male,Straight,Professional/Male/Straight
6107,user_4246,Multilingual,99.39,4,5,Senior,Female,Straight,Senior/Female/Straight
6109,user_1865,Colorblind Mode,47.83,4,4,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
6110,user_1158,Colorblind Mode,46.52,5,3,Senior,Male,Straight,Senior/Male/Straight
6111,user_4271,Multilingual,87.72,5,5,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
6112,user_518,Colorblind Mode,30.69,5,0,Senior,Male,Straight,Senior/Male/Straight
6113,user_7023,High Contrast Mode,66.15,4,5,Teenager,Female,Straight,Teenager/Female/Straight
6114,user_6083,Visual Aid,51.99,4,4,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
6115,user_4429,Multilingual,67.76,3,2,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
6116,user_8095,Multilingual,8.42,3,2,Adult,Female,Straight,Adult/Female/Straight
6118,user_5790,Multilingual,57.72,2,2,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
6120,user_2974,High Contrast Mode,19.18,2,1,Young Adult,Male,Straight,Young Adult/Male/Straight
6123,user_4482,Colorblind Mode,13.55,4,5,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
6125,user_288,High Contrast Mode,55.55,4,5,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
6126,user_7505,High Contrast Mode,14.76,1,5,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
6127,user_5841,Visual Aid,111.16,5,1,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
6128,user_3697,Colorblind Mode,80.17,1,3,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
6131,user_3282,Colorblind Mode,108.46,5,4,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
6133,user_4068,Visual Aid,80.86,4,1,Teenager,Female,Straight,Teenager/Female/Straight
6137,user_2692,Text-to-Speech,58.34,3,2,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
6139,user_3542,Multilingual,50.16,3,5,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
6142,user_9841,Visual Aid,96.75,5,2,Adult,Male,Straight,Adult/Male/Straight
6144,user_6914,High Contrast Mode,105.96,1,0,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
6145,user_5419,Text-to-Speech,85.19,2,3,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
6146,user_1780,Multilingual,118.84,3,2,Senior,Male,Straight,Senior/Male/Straight
6147,user_5484,High Contrast Mode,108.02,1,5,Teenager,Female,Straight,Teenager/Female/Straight
6149,user_2516,Colorblind Mode,92.14,5,2,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
6150,user_2538,Colorblind Mode,9.3,3,0,Senior,Female,Straight,Senior/Female/Straight
6151,user_3501,Text-to-Speech,82.41,2,0,Teenager,Female,Straight,Teenager/Female/Straight
6152,user_864,Colorblind Mode,108.06,4,5,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
6153,user_9731,Colorblind Mode,74.88,2,2,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
6154,user_4905,Visual Aid,39.82,2,5,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
6155,user_7979,High Contrast Mode,79.06,3,1,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
6156,user_6572,Colorblind Mode,47.43,1,3,Young Adult,Female,Straight,Young Adult/Female/Straight
6157,user_596,Multilingual,46.26,2,3,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
6158,user_5606,Multilingual,67.6,1,5,Professional,Male,Straight,Professional/Male/Straight
6160,user_6995,High Contrast Mode,13.13,4,2,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
6162,user_6690,Colorblind Mode,77.34,2,3,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
6165,user_1373,Text-to-Speech,24.26,4,1,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
6167,user_4476,Multilingual,8.57,1,5,Professional,Female,Straight,Professional/Female/Straight
6168,user_9250,Text-to-Speech,68.9,3,3,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
6171,user_3771,Visual Aid,61.89,4,5,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
6172,user_4892,Text-to-Speech,119.88,4,2,Teenager,Female,Straight,Teenager/Female/Straight
6173,user_4232,High Contrast Mode,18.03,4,5,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
6175,user_5117,Colorblind Mode,83.81,1,0,Teenager,Male,Straight,Teenager/Male/Straight
6177,user_7959,Visual Aid,5.24,5,4,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
6182,user_8344,Text-to-Speech,93.17,3,4,Adult,Female,Straight,Adult/Female/Straight
6183,user_9619,Multilingual,94.8,5,4,Senior,Male,Straight,Senior/Male/Straight
6184,user_2454,Colorblind Mode,67.73,5,1,Teenager,Male,Straight,Teenager/Male/Straight
6185,user_6089,Multilingual,72.37,4,1,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
6187,user_1654,Colorblind Mode,15.01,5,4,Professional,Male,Straight,Professional/Male/Straight
6189,user_9756,Visual Aid,111.85,2,3,Adult,Female,Straight,Adult/Female/Straight
6191,user_7757,Text-to-Speech,51.91,1,1,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
6195,user_782,Colorblind Mode,58.32,4,5,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
6196,user_8508,High Contrast Mode,23.44,3,2,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
6197,user_3682,Colorblind Mode,57.49,4,4,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
6198,user_1377,Colorblind Mode,29.94,4,4,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
6200,user_6403,Text-to-Speech,83.05,2,0,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
6201,user_8433,High Contrast Mode,49.23,3,3,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
6202,user_6911,Multilingual,29.31,5,5,Young Adult,Male,Straight,Young Adult/Male/Straight
6203,user_7335,Text-to-Speech,96.46,1,0,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
6206,user_7341,Text-to-Speech,90.5,4,5,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
6207,user_8589,Multilingual,116.87,5,3,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
6208,user_7158,Colorblind Mode,114.9,1,1,Senior,Male,Straight,Senior/Male/Straight
6210,user_7380,Colorblind Mode,117.43,3,2,Senior,Male,Straight,Senior/Male/Straight
6212,user_2149,Colorblind Mode,105.1,4,4,Adult,Female,Straight,Adult/Female/Straight
6213,user_54,Visual Aid,11.01,5,0,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
6215,user_1038,Colorblind Mode,6.93,4,2,Professional,Female,Straight,Professional/Female/Straight
6218,user_1592,Text-to-Speech,100.59,1,4,Adult,Male,Straight,Adult/Male/Straight
6219,user_6618,High Contrast Mode,45.6,1,3,Adult,Female,Straight,Adult/Female/Straight
6220,user_4150,Text-to-Speech,69.31,4,1,Adult,Male,Straight,Adult/Male/Straight
6221,user_4113,Visual Aid,29.24,3,0,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
6223,user_8988,High Contrast Mode,85.52,5,2,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
6226,user_9877,Multilingual,100.88,1,0,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
6232,user_1867,High Contrast Mode,109.74,4,5,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
6233,user_5617,Multilingual,70.35,5,3,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
6235,user_9364,Colorblind Mode,110.29,2,1,Young Adult,Female,Straight,Young Adult/Female/Straight
6237,user_7575,Text-to-Speech,79.33,1,2,Young Adult,Female,Straight,Young Adult/Female/Straight
6240,user_5747,Multilingual,14.62,1,5,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
6241,user_4455,Colorblind Mode,102.55,3,5,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
6242,user_1266,Text-to-Speech,14.99,4,1,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
6245,user_9552,Multilingual,106.79,2,4,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
6246,user_9598,Multilingual,25.44,1,0,Professional,Male,Straight,Professional/Male/Straight
6250,user_8753,Multilingual,12.8,5,1,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
6252,user_1989,Colorblind Mode,91.29,2,3,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
6255,user_4730,Multilingual,70.33,3,2,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
6257,user_6398,Colorblind Mode,22.82,3,3,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
6261,user_2325,Multilingual,100.57,5,4,Young Adult,Male,Straight,Young Adult/Male/Straight
6262,user_7273,Multilingual,37.21,3,3,Adult,Male,Straight,Adult/Male/Straight
6264,user_467,High Contrast Mode,79.1,5,5,Senior,Female,Straight,Senior/Female/Straight
6270,user_8583,Visual Aid,83.99,1,3,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
6271,user_5392,Text-to-Speech,5.3,4,5,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
6273,user_9269,Colorblind Mode,56.84,3,4,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
6274,user_3583,High Contrast Mode,66.44,1,3,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
6276,user_491,Text-to-Speech,113.71,3,1,Senior,Male,Straight,Senior/Male/Straight
6277,user_9169,Multilingual,111.82,4,4,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
6279,user_811,Colorblind Mode,38.19,1,0,Adult,Male,Straight,Adult/Male/Straight
6283,user_4524,High Contrast Mode,9.32,5,4,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
6284,user_3667,Text-to-Speech,61.25,3,0,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
6285,user_1431,High Contrast Mode,31.59,1,4,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
6287,user_9282,Multilingual,82.6,4,5,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
6290,user_485,Multilingual,109.46,5,1,Adult,Female,Straight,Adult/Female/Straight
6291,user_5102,High Contrast Mode,15.12,5,3,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
6292,user_9542,Multilingual,67.93,4,5,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
6293,user_2940,Multilingual,72.1,5,5,Adult,Female,Straight,Adult/Female/Straight
6294,user_4182,Visual Aid,41.37,4,1,Senior,Female,Straight,Senior/Female/Straight
6295,user_6587,High Contrast Mode,15.2,1,4,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
6296,user_599,Visual Aid,90.06,3,4,Young Adult,Female,Straight,Young Adult/Female/Straight
6298,user_2470,Visual Aid,116.71,2,4,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
6305,user_2928,High Contrast Mode,109.97,1,2,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
6308,user_1642,Multilingual,116.11,5,4,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
6310,user_862,Text-to-Speech,107.49,1,5,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
6311,user_8389,Text-to-Speech,37.29,5,5,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
6313,user_130,Colorblind Mode,61.84,3,5,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
6314,user_9071,Colorblind Mode,49.43,4,5,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
6315,user_7125,Multilingual,42.43,4,3,Teenager,Male,Straight,Teenager/Male/Straight
6317,user_7248,Visual Aid,56.91,2,4,Professional,Female,Straight,Professional/Female/Straight
6318,user_865,High Contrast Mode,80.54,2,0,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
6321,user_9473,Multilingual,19.71,4,2,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
6323,user_7356,Multilingual,21.19,1,4,Professional,Male,Straight,Professional/Male/Straight
6324,user_9811,Multilingual,41.67,5,2,Young Adult,Male,Straight,Young Adult/Male/Straight
6325,user_303,Visual Aid,6.01,3,4,Young Adult,Male,Straight,Young Adult/Male/Straight
6326,user_3489,Text-to-Speech,66.61,2,1,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
6328,user_4567,Multilingual,119.87,4,3,Adult,Female,Straight,Adult/Female/Straight
6329,user_755,Multilingual,14.12,3,0,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
6330,user_6347,Visual Aid,40.23,2,3,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
